gender_Female,gender_Male,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Electronic check,PaymentMethod_Mailed check,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),TenureBins,CommunicationType,MonthlyCharges,TotalCharges,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,TotalInternetServices,Churn
0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,-1.509341971558944,-0.9539729512160647,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,3.0,1.4182003195034847,1.0610793455583558,1,0,0,1,0,1,1,0,1,1,1,1,5,1
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,1.1925240727700028,1.2643288435422047,1,0,0,1,1,0,0,1,0,1,1,1,3,0
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,-0.16817478501636096,-0.38887942587048974,0,0,0,1,0,0,0,0,1,0,1,0,2,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.23479322147373877,-1.526303858257939,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,-0.2760541191483724,-0.3212097905794881,0,1,1,1,0,1,1,0,0,0,0,1,2,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,3.0,1.3515663804584674,1.5972738619461273,0,1,1,1,1,1,1,0,0,1,1,1,4,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,3.0,0.6489121187425227,1.336378147243671,1,1,0,1,1,1,1,1,0,1,1,1,5,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,0.3636213648423372,0.17209686588224923,0,1,1,1,0,0,0,1,0,0,0,1,1,0
0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,-1.338865050992917,-0.6910918956268022,0,0,1,1,1,0,0,0,0,0,0,0,0,0
1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-1.5003970418060546,-1.8936652123288982,0,0,0,1,0,0,0,0,0,0,0,1,0,1
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.18246421211948002,-1.534073490352758,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,0.9416598857803569,0.6295311368309907,1,1,0,1,1,0,0,0,0,1,1,1,2,1
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,0.5438136125420835,0.022641977397116937,0,1,1,1,0,0,0,0,0,1,0,0,1,1
1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,-1.026921548312922,-1.2790127761598657,0,0,0,0,0,1,1,0,0,0,0,1,2,1
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,-0.2777172726854551,0.27677229717089474,0,0,0,1,1,0,0,1,0,0,0,0,1,0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,2.0,-0.819503209488645,0.2731073948255492,0,0,0,0,0,0,1,1,1,0,0,0,3,0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,-1.170721877958205,0.034400723581628476,0,1,1,0,0,0,0,0,1,0,0,1,1,0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,1.0,-1.5003970418060546,-0.23847648498285282,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,3.0,0.501689087842338,1.3050829385325782,0,1,0,1,1,1,1,1,1,0,1,0,5,0
0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,-1.3353398929326472,-1.0674474763452244,0,0,1,1,1,0,0,0,0,0,0,0,0,0
1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,-1.518294753560608,-0.7878798368977583,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.5146557549541306,-1.4865982480092474,0,0,0,1,0,0,0,0,0,1,0,1,1,1
1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.530842035006601,-1.9040266700454236,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.9688954259149901,-0.3573210991894537,0,0,0,1,0,0,0,1,0,1,1,1,3,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.8630559256957326,-1.1789029144051149,0,0,0,1,1,1,0,0,0,0,1,0,2,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,3.0,0.47898603763728337,0.6884075697797667,0,1,0,1,1,0,0,0,1,0,0,1,1,0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,3.0,1.1431060555544084,1.4845942679043356,0,1,0,1,1,0,0,1,0,1,1,0,3,0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,1.1335348452861562,0.8603490883328514,0,1,0,1,1,1,0,1,1,0,1,1,4,1
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,0.5340969525265787,0.025727353998646254,0,0,1,1,1,0,0,1,0,0,0,1,1,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.1971904373271522,-0.3390998322742158,1,1,0,1,0,0,0,0,0,0,0,1,0,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.6844167096228976,-0.5188292125350287,0,1,0,1,1,0,0,0,0,0,1,1,1,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.36199373890804193,-1.0309784307278536,0,0,0,1,1,0,0,0,0,0,0,0,0,1
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,3.0,-0.15658293538435017,0.6972261344119793,0,1,1,1,0,1,0,0,0,0,1,0,2,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,0.9464674629763642,0.6781352812137067,0,1,0,1,1,0,1,1,0,0,1,1,3,0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,-0.6413540744438421,0.36798478358330533,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,-1.2896025520950534,-0.231856221420292,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.4986089893187626,-1.5530638048838414,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,-1.4611301627683093,-0.4409155648919099,0,1,1,1,0,0,0,0,0,0,0,0,0,0
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,-0.15823861183191104,0.28148715779415556,0,0,0,1,1,1,0,0,1,0,0,0,2,0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,3.0,0.9993140194523933,1.0090056797991436,0,1,1,1,1,0,1,1,0,0,1,1,3,0
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,-0.07557613090344648,0.5387628803995583,0,0,0,1,0,1,1,0,1,0,0,1,3,0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,3.0,1.7499973068948587,1.7321144245696496,0,0,0,1,1,1,1,1,1,1,1,1,6,0
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,-0.32599586026872407,-1.6164856992032481,0,0,0,1,1,0,0,1,0,0,0,0,1,1
1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,2.0,0.008491682869530752,1.0449648540319725,0,1,1,0,0,1,1,1,1,1,1,0,6,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,0.5211373247835255,0.21178927803183173,0,1,1,1,0,0,0,0,0,0,1,1,1,0
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,-1.4986089893187626,-0.33061304559113097,0,1,1,1,0,0,0,0,0,0,0,1,0,0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,-1.470041693926249,-0.0844504955378125,0,1,1,1,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-1.4896733510245017,-1.8900820985313829,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.3815200985441875,-0.3237818979219401,0,0,0,1,1,0,0,0,1,1,1,1,3,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,0.5308574836147762,0.46402201010197536,0,0,0,1,1,0,1,0,0,0,0,1,1,0
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,-1.3300540335211335,-1.4034298370356266,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,3.0,0.37013108675983336,1.193106194900613,0,1,1,1,1,1,0,0,0,1,1,1,3,0
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,-0.6582535598164427,-1.6789806341036184,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,-0.7293823048325024,0.17832364095840486,0,1,0,0,0,1,1,1,0,0,0,1,3,1
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,3.0,0.33919872997608697,0.6577062290150537,0,1,1,1,1,1,1,1,0,1,0,1,4,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.3636213648423372,-1.507654769735315,0,0,0,1,1,0,0,0,0,0,0,1,0,1
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,0.9929119472235968,1.112311639283652,0,0,0,1,1,1,1,0,0,1,0,1,3,1
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,2.0,-0.533510186505768,0.31409806119474676,0,1,1,0,0,1,0,1,1,1,0,0,4,0
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,-1.518294753560608,-0.7283964725598322,0,1,1,1,0,0,0,0,0,0,0,0,0,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.2086394466634521,-1.5301725425018262,1,0,0,1,0,0,0,0,0,0,0,1,0,1
1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-1.5003970418060546,-1.8936652123288982,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,3.0,1.3690273195394072,1.3203885046587571,0,0,0,1,1,1,1,0,0,1,1,1,4,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,0.8710837253440165,0.038080189260876786,0,0,1,1,1,0,1,0,0,1,0,1,2,0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-1.3142098449377198,-0.9048922751969329,0,1,1,1,1,0,0,0,0,0,0,1,0,0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,3.0,0.18901004675159067,0.8900518857480336,0,1,1,1,0,1,0,1,1,0,1,0,4,0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.08739493384293977,-0.7020599326797147,0,0,0,1,0,0,0,0,0,1,1,1,2,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0.715053014884654,0.5710722073728645,0,1,1,1,1,0,0,0,0,0,1,0,1,1
0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,-1.5003970418060546,-0.8604639518382852,0,1,1,1,0,0,0,0,0,0,0,0,0,0
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.021656761292469972,-0.012077367175709711,0,0,1,1,0,1,0,1,0,0,1,0,3,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,3.0,0.3489699082805497,0.3729229475187929,1,1,0,1,1,0,0,1,0,1,1,0,3,0
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,-0.4546417681445805,-1.2503811522121333,0,0,0,1,0,0,0,0,1,0,0,1,1,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.28540603801484354,-0.35190613320553865,0,0,0,1,0,0,0,1,0,0,0,0,1,0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,3.0,1.6364887936313375,1.5317742181873197,0,0,0,1,1,1,1,1,1,1,1,1,6,0
0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,-1.541609475349578,-0.8492446109842888,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-1.5218780877722786,-1.307169386734302,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,1.1941172813238559,1.0772236190140023,0,0,0,1,1,0,0,1,0,1,1,1,3,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,0.6489121187425227,0.18790228393589545,0,0,0,1,1,0,0,0,0,0,1,1,1,0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,-1.3582715220252348,0.07355121863335828,0,0,0,1,1,0,0,0,0,0,0,1,0,0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,-0.4680472040569192,-1.6422043467750034,0,0,0,1,1,0,0,0,0,0,0,1,0,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,0.34082745704369954,0.21493719771001576,0,1,0,1,0,0,0,1,0,0,0,1,1,0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,-1.5147126920136147,-0.6547335354556543,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,0.6779638137287163,0.5311481823123002,0,1,0,1,1,0,0,0,0,0,1,1,1,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.5340969525265787,-1.156058308801927,0,0,0,1,0,0,0,0,0,0,1,0,1,1
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,1.3753751271276484,1.246070110832675,0,1,0,1,1,0,1,1,0,1,1,1,4,0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,3.0,0.661826751549728,1.1139664922229162,0,1,1,1,1,1,0,1,1,1,1,1,5,0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,-1.3265313729891581,-0.8195491337524173,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,3.0,0.635993032336131,1.3571281535657898,0,1,1,1,0,1,1,1,1,1,1,1,6,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.37989333020371846,-1.214859466757043,0,0,0,1,0,0,0,1,0,0,0,1,1,1
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,1.0504955609526165,0.5510723673174622,0,1,0,1,1,0,1,1,0,1,0,0,3,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,1.1111938340684542,0.6518538605609163,1,1,0,1,1,0,0,1,0,1,1,1,3,1
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,3.0,1.1941172813238559,1.5095542895189153,0,1,1,1,0,1,1,1,1,1,0,1,5,0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,-1.4986089893187626,-0.9725058214601195,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,0.9688954259149901,1.2431911858295035,1,1,0,1,1,1,1,1,1,0,0,1,4,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,1.007315234271037,-0.07068233329444884,1,1,0,1,1,0,0,0,0,1,1,1,2,1
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.3343120741231109,-0.6212760522818712,1,1,0,1,1,0,0,0,0,0,0,1,0,1
1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,3.0,0.5486709623830658,1.1434417891194981,0,1,0,1,0,1,0,1,1,1,1,0,5,0
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,-0.13010571345086808,-0.05632707022469826,0,0,0,1,0,1,0,1,1,0,0,1,3,0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,-0.11026445631153657,-1.3637659741506936,0,0,0,1,0,0,0,1,0,0,1,0,2,0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,-0.67516668838227,-1.6823957238299425,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.7118292987862194,-0.9128704542537696,0,0,0,1,0,0,0,1,0,0,1,0,2,0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,-1.4968212461453174,-0.7990012136822531,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,0.682803588708078,0.508072890540626,0,0,0,1,0,0,0,0,1,1,0,0,2,1
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,1.0,-1.5272554898981345,-0.041525684964736756,0,1,1,1,0,0,0,0,0,0,0,1,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,3.0,1.2434785079726096,1.5967019915530207,1,1,0,1,1,1,1,1,0,0,1,1,4,0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,1.0,-1.509341971558944,-0.14590683468494509,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.5218780877722786,-1.4064370167351181,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,3.0,1.0153149247686561,1.4623913076559159,1,1,0,1,0,0,1,1,1,0,1,1,4,0
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,3.0,0.6505266909389773,0.9613547745820077,0,1,1,1,1,0,1,1,1,1,1,1,5,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,3.0,1.2609807283502927,1.31668059189988,0,1,1,1,1,0,0,1,1,1,1,1,4,0
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,-0.46469512576041794,-1.3712842352058479,0,0,0,1,0,0,0,0,1,0,0,1,1,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.7923415608935517,-1.1677983471315851,1,0,0,1,1,0,0,1,0,0,1,1,2,1
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,-0.31266846334418613,-0.011332972364036608,0,1,1,1,1,1,0,0,0,0,0,0,1,1
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,1.0,-1.5075523606506518,-0.3176900562022527,0,1,1,1,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,3.0,1.674353278045482,1.744265079883605,0,1,0,1,1,1,1,1,1,1,1,1,6,0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,-1.1116524379489017,-0.27025196646610494,0,0,0,0,0,0,0,0,1,0,0,1,1,0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,-1.347682357979049,0.17912517349044657,0,1,1,1,1,0,0,0,0,0,0,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,3.0,0.652141193592083,1.3318743133056918,0,1,0,1,1,0,1,1,1,1,1,0,5,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.8807149732925569,-1.4387360227879478,1,0,0,1,0,0,0,0,0,1,1,1,2,1
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,3.0,0.6989317144171734,1.1095172351945195,1,1,0,1,0,1,1,1,1,1,1,1,6,0
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,-1.462911878802326,-0.06775930138921271,0,0,1,1,0,0,0,0,0,0,0,1,0,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.5000679228014585,-1.4885960949907642,0,0,0,1,0,0,0,0,0,1,0,1,1,1
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,-1.308932866436355,-0.47661435468499397,0,1,0,1,1,0,0,0,0,0,0,0,0,0
1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,-1.4986089893187626,-0.8010227776742245,0,1,1,1,0,0,0,0,0,0,0,0,0,0
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,3.0,-0.011267015642267978,0.9849202108355992,0,1,0,1,1,0,0,0,1,0,1,0,2,0
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,-0.07392537080069213,-0.17115796173467288,0,1,1,1,1,0,0,1,1,0,0,1,2,0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,-1.3019002940178057,-0.00709778789334223,0,1,1,1,1,0,0,0,0,0,0,0,0,0
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,-0.19800521653228267,-0.1878584217972704,0,0,0,1,0,0,1,0,0,1,0,0,2,0
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.7053810512686931,0.651672412655748,0,0,0,1,0,1,1,1,1,1,1,0,6,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.19391853434497966,-0.6906107677636398,1,1,0,1,0,0,0,0,0,0,0,1,0,1
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,3.0,1.3150358326091467,1.5947484170567348,0,1,1,1,1,1,1,1,1,0,1,1,5,0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,3.0,1.517975613562831,1.5862645820048,0,1,1,1,1,1,1,1,0,1,1,1,5,1
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,1.1542698194668524,0.7503310653046869,1,0,0,1,0,0,1,1,0,1,1,1,4,0
